"id","title","source","jurisdiction","status","changes","last_seen","url"
"fr-rappelconso-animal/2021-09-0187","Mélange de graines pour perroquets (Hami Form)","fr-rappelconso-animal","FR","listed","1","2026-09-07 08:21:24","https://pawmultiverse.com/r/fr/fr-rappelconso-animal/2021-09-0187/"
"ca-recalls-pet/64441","Primal Patties for Dogs Beef Formula recalled due to Listeria monocytogenes","ca-recalls-pet","CA","listed","1","2026-09-02 11:25:36","https://pawmultiverse.com/r/ca/ca-recalls-pet/64441/"
"ca-recalls-pet/75818","Sunseed and Vitakraft Hedgehog Food recalled due to possible salmonella contamination","ca-recalls-pet","CA","listed","1","2026-09-02 11:25:36","https://pawmultiverse.com/r/ca/ca-recalls-pet/75818/"
"ca-recalls-pet/78293","Expanded Recall: Certain Puppy Love and Puppy World Brand raw Pet Treats recalled due to possible Salmonella contamination","ca-recalls-pet","CA","listed","1","2026-09-02 11:25:36","https://pawmultiverse.com/r/ca/ca-recalls-pet/78293/"
"us-fda-animal-recalls/2026-08-28-bfd33e3d","Northwest Naturals","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-08-28-bfd33e3d/"
"us-fda-animal-recalls/2026-08-26-3c8e23d9","Revival Animal Health: Shelter’s Choice, Breeder’s Edge","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-08-26-3c8e23d9/"
"us-fda-animal-recalls/2026-08-21-9cc667fe","Fromm Family Foods LLC: Fromm","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-08-21-9cc667fe/"
"us-fda-animal-recalls/2026-08-17-a78b312c","Miller Foods, Inc.: Oma’s Pride","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-08-17-a78b312c/"
"us-fda-animal-recalls/2026-08-03-27147345","American Regent, Inc. Animal Health","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-08-03-27147345/"
"us-fda-animal-recalls/2025-12-26-4457f2fd","Gold Star Distribution, Inc.: Multiple brand names","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-12-26-4457f2fd/"
"us-fda-animal-recalls/2025-03-05-618445c2","ADM Animal Nutrition","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-03-05-618445c2/"
"us-fda-animal-recalls/2022-02-18-98ca07f0","Family Dollar, Inc.: Numerous brand names","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2022-02-18-98ca07f0/"
"us-fda-animal-recalls/2024-06-11-b75f7d2b","ADM Animal Nutrition: Grostrong, MoorMan's, MaxLean, Roughage Buster, Pen Pals, Patriot, Goat Power, Juniorglo, Rack Plus, Seniorglo","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-06-11-b75f7d2b/"
"us-fda-animal-recalls/2026-07-02-a21d158b","Mars Petcare US, Inc.: Pedigree","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-07-02-a21d158b/"
"us-fda-animal-recalls/2026-04-17-9546de7b","Revival Animal Health: Breeder’s Edge, Shelter’s Choice","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-04-17-9546de7b/"
"us-fda-animal-recalls/2026-02-17-30d03a74","Go Raw LLC: Quest","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-02-17-30d03a74/"
"us-fda-animal-recalls/2026-06-08-2e629398","Go Raw, LLC.: Steve’s Real Food","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-06-08-2e629398/"
"us-fda-animal-recalls/2026-06-25-9546de7b","Revival Animal Health: Breeder’s Edge, Shelter’s Choice","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-06-25-9546de7b/"
"us-fda-animal-recalls/2026-05-07-463bf20f","Albright’s Raw Pet Food: Albright’s","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-05-07-463bf20f/"
"us-fda-animal-recalls/2025-10-03-07436b2a","Best Buy Bones, Inc.: Nature’s Own","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-10-03-07436b2a/"
"us-fda-animal-recalls/2025-12-10-5a6d23d7","Cargill Animal Nutrition &#038; Health: Nutrena® Country Feeds®","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-12-10-5a6d23d7/"
"us-fda-animal-recalls/2026-05-22-f7c8bcd5","Raaw Energy","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-05-22-f7c8bcd5/"
"us-fda-animal-recalls/2026-02-24-697b495f","Elite Treats, LLC.: Elite Treats","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-02-24-697b495f/"
"us-fda-animal-recalls/2025-12-03-54fcc756","Fromm Family Foods: Bonnihill Farms","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-12-03-54fcc756/"
"us-fda-animal-recalls/2025-12-24-1e4dac4e","Consumers Supply Distributing, LLC: Country Vet, Heartland Harvest","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-12-24-1e4dac4e/"
"us-fda-animal-recalls/2026-01-29-3ee8ea80","Neogen Corporation: Neogen","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-01-29-3ee8ea80/"
"us-fda-animal-recalls/2026-02-26-5df86200","Go Raw LLC.: Quest","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2026-02-26-5df86200/"
"us-fda-animal-recalls/2025-12-02-e4074bdf","Vetoquinol USA: Vetoquinol","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-12-02-e4074bdf/"
"us-fda-animal-recalls/2025-08-25-145e80f5","Viva Raw LLC.: Viva","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-08-25-145e80f5/"
"us-fda-animal-recalls/2025-10-09-b12ff005","Foodynamics","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-10-09-b12ff005/"
"us-fda-animal-recalls/2025-10-10-c546d43e","Raw Bistro Pet Fare: Raw Bistro","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-10-10-c546d43e/"
"us-fda-animal-recalls/2025-04-24-49496fdb","Cronus Pharma LLC: Dexased™ and Dexmedvet™","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-04-24-49496fdb/"
"us-fda-animal-recalls/2025-04-11-74a212fa","Blue Ridge Beef","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-04-11-74a212fa/"
"us-fda-animal-recalls/2025-03-15-e99c831c","Savage Pet","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-03-15-e99c831c/"
"us-fda-animal-recalls/2023-03-20-dd908ced","Kaytee Products Inc.: Kaytee","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2023-03-20-dd908ced/"
"us-fda-animal-recalls/2025-07-09-2c0f99fd","CHS, Inc.: Payback®","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-07-09-2c0f99fd/"
"us-fda-animal-recalls/2024-05-18-03551ab2","Mars Petcare US, Inc.: Pedigree","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-05-18-03551ab2/"
"us-fda-animal-recalls/2024-06-21-460871cb","TDBBS LLC: BARKWORTHIES and BEST BULLY STICKS","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-06-21-460871cb/"
"us-fda-animal-recalls/2023-02-23-1dd1e55c","Bindle Bottle LLC","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2023-02-23-1dd1e55c/"
"us-fda-animal-recalls/2025-01-31-c436cf16","Blue Ridge Beef","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-01-31-c436cf16/"
"us-fda-animal-recalls/2025-03-05-2489a8f3","Nova-Tech, Inc.: Nova-Tech","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-03-05-2489a8f3/"
"us-fda-animal-recalls/2025-03-01-1611e966","Wild Coast LLC dba Wild Coast Raw: Wild Coast Raw","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-03-01-1611e966/"
"us-fda-animal-recalls/2025-01-03-8ed25e79","Blue Ridge Beef","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-01-03-8ed25e79/"
"us-fda-animal-recalls/2024-11-22-e66a9ee6","Gaines Pet Treats LLC: Gaines Family Farmstead","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-11-22-e66a9ee6/"
"us-fda-animal-recalls/2024-11-23-f36d8875","Carolina Prime Pet: Hollywood Feed","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-11-23-f36d8875/"
"us-fda-animal-recalls/2024-12-04-9a52da74","Blue Ridge Beef","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-12-04-9a52da74/"
"us-fda-animal-recalls/2024-04-13-a57a3dcc","Cargill: Nutrena Country Feeds","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-04-13-a57a3dcc/"
"us-fda-animal-recalls/2024-09-23-1c6a1d30","Lystn, LLC. d.b.a. ANSWERS: ANSWERS","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-09-23-1c6a1d30/"
"us-fda-animal-recalls/2019-05-21-4d7494bd","Hill’s Pet Nutrition: Hill’s","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2019-05-21-4d7494bd/"
"us-fda-animal-recalls/2019-07-03-0216cc9d","Pet Supplies Plus: PSP","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2019-07-03-0216cc9d/"
"us-fda-animal-recalls/2023-09-01-5a1ef76e","Merck Animal Health","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2023-09-01-5a1ef76e/"
"us-fda-animal-recalls/2019-08-15-81c47fec","Texas Tripe Inc.: Texas Tripe","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2019-08-15-81c47fec/"
"us-fda-animal-recalls/2019-08-16-fb555161","Dog Goods USA LLC: Chef Toby","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2019-08-16-fb555161/"
"us-fda-animal-recalls/2019-01-31-6befef1d","Hill's Pet Nutrition: Hill's Science Diet","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2019-01-31-6befef1d/"
"us-fda-animal-recalls/2024-07-01-9e690aa6","Vitakraft Sun Seed Inc.: Sunseed Vita Prima","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-07-01-9e690aa6/"
"us-fda-animal-recalls/2024-06-22-9e690aa6","Vitakraft Sun Seed Inc.: Sunseed Vita Prima","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-06-22-9e690aa6/"
"us-fda-animal-recalls/2024-05-29-7eae4eec","Sagent Pharmaceuticals: Sagent","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-05-29-7eae4eec/"
"us-fda-animal-recalls/2024-05-22-c853121b","Hospira Inc.: Hospira","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-05-22-c853121b/"
"us-fda-animal-recalls/2024-04-11-2945753e","ADM Animal Nutrition: Pen Pals, MaxLean, ShowTec,  MoorMan's","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-04-11-2945753e/"
"us-fda-animal-recalls/2024-04-01-2577f7e9","ADM Animal Nutrition: Multiple Brand Names","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-04-01-2577f7e9/"
"us-fda-animal-recalls/2024-07-01-418c5c71","Viva Raw, LLC: Viva","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-07-01-418c5c71/"
"us-fda-animal-recalls/2023-08-01-1a0fbba5","Ozona Organics, LLC: Ozona, Go Healthy","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2023-08-01-1a0fbba5/"
"us-fda-animal-recalls/2024-01-05-40cc7c57","D&#038;D Commodities, Ltd.: 3-D Pet Products","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-01-05-40cc7c57/"
"us-fda-animal-recalls/2024-01-03-75d9165e","Blue Ridge Beef","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2024-01-03-75d9165e/"
"us-fda-animal-recalls/2025-04-02-31572b3a","Supercan Bulk: Supercan","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-04-02-31572b3a/"
"us-fda-animal-recalls/2025-05-23-72ec22f6","Spectrum Brands Pet LLC: Tetra","us-fda-animal-recalls","US","listed","1","2026-09-02 10:43:30","https://pawmultiverse.com/r/us/us-fda-animal-recalls/2025-05-23-72ec22f6/"
"us-fda-pet-food-recalls/F-1754-2019","C &#038; S Wholesale Grocers, Inc.: FRESHPET SELECT GRAIN FREE SMALL - REFRIGERATED DOG FOOD - 1LB, UPC: 2797501204","us-fda-pet-food-recalls","US","listed","1","2026-09-02 09:47:08","https://pawmultiverse.com/r/us/us-fda-pet-food-recalls/F-1754-2019/"
"us-fda-pet-food-recalls/F-1806-2016","CRF Frozen Foods, LLC: Diced Carrots, Brand Northwest Growers Select, Net Wt 20 lb, UPC 20100 Organic Diced Carrots, Brand Northwest Growers...","us-fda-pet-food-recalls","US","listed","1","2026-09-02 09:47:08","https://pawmultiverse.com/r/us/us-fda-pet-food-recalls/F-1806-2016/"
"us-fda-pet-food-recalls/F-1753-2019","C &#038; S Wholesale Grocers, Inc.: FRESHPET SELECT FRESH FROM THE KITCHEN - REFRIGERATED DOG FOOD - 1.75LB, UPC:2797501110","us-fda-pet-food-recalls","US","listed","1","2026-09-02 09:47:08","https://pawmultiverse.com/r/us/us-fda-pet-food-recalls/F-1753-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-71-2018","Avondale Pet Foods Ltd recalls Just Natural Chicken &#038; Tripe because salmonella has been found in the product","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-71-2018/"
"uk-fsa-pet-alerts/FSA-PRIN-65-2018","Natural Instinct recalls Wild Venison (Natural Cat Food) as some of the ingredients were not inspected in line with EU requirements","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-65-2018/"
"uk-fsa-pet-alerts/FSA-PRIN-57-2020","Happy Hounds Wales Ltd recalls frozen raw dog food products because of the possible presence of salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-57-2020/"
"uk-fsa-pet-alerts/FSA-PRIN-57-2018","The Raw Factory recalls various raw pet food products containing tripe and/or pork as they contain salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-57-2018/"
"uk-fsa-pet-alerts/FSA-PRIN-44-2025","Rhondda Raw recalls Beef 80/10/10 Raw Frozen Dog Food because of contamination with Salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-44-2025/"
"uk-fsa-pet-alerts/FSA-PRIN-44-2022","Encore recalls Beef Selection in Gravy multipack dog food because packs may contain small pieces of metal","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-44-2022/"
"uk-fsa-pet-alerts/FSA-PRIN-39-2021","Natural Instinct recalls several products containing duck because salmonella has been found in the products","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-39-2021/"
"uk-fsa-pet-alerts/FSA-PRIN-39-2019","Raw Treat Pet Food Ltd recalls varieties of frozen raw beef pet food due to the presence of salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-39-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-38-2019","Raw Treat Pet Food Ltd recalls Varieties of Frozen Raw Pet Food due to the presence of Salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-38-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-37-2021","Happy Hounds Wales Ltd recalls frozen raw dog food products due to the presence of salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-37-2021/"
"uk-fsa-pet-alerts/FSA-PRIN-36-2021-update-1","Update 1: Fold Hill Foods recall several cat food products because of safety concerns","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-36-2021-update-1/"
"uk-fsa-pet-alerts/FSA-PRIN-36-2021","Fold Hill Foods recall several cat food products because of safety concerns","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-36-2021/"
"uk-fsa-pet-alerts/FSA-PRIN-36-2019","Raw Treat Pet Food Ltd recalls Frozen Raw Beef, Chicken, Lamb, and Chicken &#038; Tripe Pet Food due to the presence of Listeria monocytogenes","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-36-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-31-2020","Benyfit Natural Pet Food recalls various brands of raw dog food products containing beef due to the possible presence of salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-31-2020/"
"uk-fsa-pet-alerts/FSA-PRIN-29-2019","Homeland By Products Ltd recalls Frozen Raw Beef, Tripe and Turkey Pet Food due to the presence of salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-29-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-25-2018","Sainsbury’s recalls a range of its pet food pouch selections due to high levels of Vitamin D","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-25-2018/"
"uk-fsa-pet-alerts/FSA-PRIN-21-2019","Birmingham Halal Abattoir (UK 4496) recalls meat and pet food products because they may be unsafe","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-21-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-09-2022","Dogs Choice UK recalls frozen raw dog foods because of the presence of Salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-09-2022/"
"uk-fsa-pet-alerts/FSA-PRIN-06-2020","Happy Hounds is recalling a range of its frozen raw dog food products because they may pose a risk to health","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-06-2020/"
"uk-fsa-pet-alerts/FSA-PRIN-04-2021","Mars Petcare UK recalls a range of dog food products because of high levels of Vitamin D","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-04-2021/"
"uk-fsa-pet-alerts/FSA-PRIN-03-2019-update-1","Hill’s Pet Nutrition extends its recall of selected canned dog food because it may contain high levels of vitamin D","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-03-2019-update-1/"
"uk-fsa-pet-alerts/FSA-PRIN-03-2019","Hill’s Pet Nutrition recalls a range of its selected dog food because it may contain high levels of Vitamin D","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-03-2019/"
"uk-fsa-pet-alerts/FSA-PRIN-01-2020","Happy Hounds recalls frozen raw dog food products due to the presence of salmonella","uk-fsa-pet-alerts","GB","listed","1","2026-09-01 09:51:10","https://pawmultiverse.com/r/gb/uk-fsa-pet-alerts/FSA-PRIN-01-2020/"
